id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
0.0,-0.13550424575805664,-0.2785521149635315,-0.020250285044312477,0.1961744725704193,-0.005609205458313227,0.015864502638578415,0.07069629430770874,-0.14457286894321442,-0.02958577871322632,0.18555139005184174,0.16697533428668976,-0.21338915824890137,-0.05398024618625641,-0.32250604033470154,-0.1722724437713623,-0.16242603957653046,-0.39996954798698425,0.30234622955322266,-0.49114152789115906,-0.34364309906959534,-0.08231645822525024,0.14426180720329285,-0.3285214602947235,0.40685075521469116,0.27306413650512695,-0.23057428002357483,-0.023976679891347885,-0.6146424412727356,-0.17920249700546265,0.3150499165058136,0.10235774517059326,0.15431883931159973,-0.05664478987455368,0.05537229776382446,0.11677668243646622,-0.1197156310081482,0.06292252987623215,-0.1824437379837036,0.0017565242014825344,0.10881320387125015,-0.1647416055202484,-0.3114774525165558,0.2159288078546524,-0.19697842001914978,-0.06903667002916336,-0.03869587928056717,-0.049480702728033066,0.024542419239878654,0.25178736448287964,0.03555001690983772,0.0030407211743295193,-0.1684209406375885,0.04589912295341492,0.0018704815302044153,0.14102298021316528,0.1415797472000122,0.11434834450483322,-0.22435738146305084,0.16490136086940765,-0.06514086574316025,-0.0012639053165912628,0.007995347492396832,0.41260436177253723,0.03700720891356468
1.0,-0.23237918317317963,-0.30116432905197144,0.004241627641022205,-0.20846840739250183,0.18219926953315735,0.13904431462287903,0.04158010706305504,-0.06930883973836899,-0.09191200882196426,0.053246621042490005,0.14352929592132568,-0.3148285448551178,-0.05069761350750923,-0.4205564856529236,0.018561629578471184,-0.10325613617897034,-0.19024226069450378,0.4506065845489502,-0.3506721556186676,-0.03324095532298088,0.012911716476082802,0.2661794126033783,-0.24434348940849304,0.49906426668167114,0.19670212268829346,-0.1340291053056717,-0.078623466193676,-0.5806112885475159,-0.42348986864089966,0.13077114522457123,0.266278475522995,-0.09116535633802414,0.13243459165096283,-0.09816089272499084,-0.034603457897901535,0.09067974984645844,0.3294781744480133,-0.0935068279504776,-0.1744433343410492,0.13503922522068024,0.14943642914295197,-0.24412716925144196,0.22114428877830505,-0.03682867810130119,-0.19508476555347443,-0.2517181932926178,0.11323803663253784,-0.09724313765764236,0.33776888251304626,0.14654119312763214,0.12490303814411163,-0.08262468129396439,-0.03452135622501373,-0.1263023316860199,0.21262550354003906,0.13236309587955475,0.34583091735839844,-0.36342841386795044,0.3331252336502075,0.023405123502016068,0.05969271436333656,0.12489242106676102,0.3223278820514679,0.16248080134391785
2.0,-0.16689476370811462,0.05746696889400482,-0.04178376868367195,0.10304811596870422,0.05051128938794136,-0.13273832201957703,-0.06927575170993805,0.01400709804147482,-0.028003716841340065,-0.0882745236158371,0.13928107917308807,0.011215563863515854,-0.09264726936817169,-0.1558530628681183,0.15082550048828125,-0.12119995057582855,-0.29129758477211,0.2131677269935608,-0.22069908678531647,-0.09919486939907074,-0.07603223621845245,0.12197469919919968,-0.142459899187088,0.211434468626976,0.28235816955566406,-0.06118137761950493,-0.14955739676952362,-0.1923445612192154,-0.007954509928822517,-0.0912821963429451,0.22696533799171448,0.21758002042770386,-0.011712877079844475,-0.12247723340988159,-0.07949154078960419,0.19900301098823547,0.1027081161737442,-0.12634068727493286,-0.007882938720285892,0.17486166954040527,-0.03197982534766197,-0.15970873832702637,0.13310493528842926,0.008646083995699883,-0.07202998548746109,-0.1666485071182251,-0.05083201825618744,-0.08419256657361984,0.05095154047012329,0.022792600095272064,0.10906371474266052,0.02680972032248974,-0.10214750468730927,-0.14604069292545319,0.08617456257343292,0.31075534224510193,0.1853920966386795,-0.21734537184238434,-0.03256618231534958,0.06820756196975708,0.058939285576343536,0.1030333861708641,0.3579244017601013,0.015024274587631226
3.0,-0.26888248324394226,-0.3246252238750458,-0.2848431468009949,-0.0312589630484581,0.3022139072418213,-0.14918223023414612,-0.1916915476322174,0.08210869878530502,-0.2874487638473511,0.03200557827949524,0.2156081646680832,-0.22401311993598938,-0.20280881226062775,-0.30870890617370605,-0.044646359980106354,-0.10218510031700134,-0.2642614245414734,0.45850956439971924,-0.6280063986778259,-0.24341318011283875,0.07696042954921722,0.18820561468601227,-0.07338221371173859,0.618450403213501,0.2366163581609726,-0.12427359819412231,0.02927127107977867,-0.5264517068862915,-0.3401324152946472,0.006334025412797928,0.19814133644104004,0.20685650408267975,-0.2499828338623047,-0.2892662286758423,-0.19763706624507904,0.100055992603302,0.05384021997451782,0.19705915451049805,0.014981779269874096,0.03251867741346359,0.35690051317214966,-0.24387039244174957,0.07659365981817245,-0.19878485798835754,-0.1230461597442627,-0.158513143658638,0.03486786037683487,-0.10421981662511826,0.38503721356391907,0.299968421459198,0.11043410748243332,-0.038152698427438736,-0.1550462692975998,-0.18851338326931,0.3146873116493225,0.3130325675010681,0.31580719351768494,-0.2040829360485077,-0.1589127629995346,0.062144190073013306,-0.16965678334236145,0.1371992528438568,0.20441396534442902,0.10544734448194504
4.0,-0.11686377227306366,-0.16378943622112274,0.04397294670343399,-0.14229583740234375,0.1670888513326645,-0.01671372726559639,0.019857069477438927,-0.2087603211402893,0.16688671708106995,0.04230884090065956,0.18383528292179108,-0.09880287945270538,-0.004237154498696327,-0.2817588150501251,-0.03376162052154541,-0.022307874634861946,-0.14680089056491852,0.3220624029636383,-0.3107360601425171,-0.2448642998933792,0.032919056713581085,-0.013657680712640285,0.03931579738855362,0.12456884980201721,0.22627048194408417,-0.21012535691261292,0.05272404104471207,-0.2788764536380768,-0.0679728090763092,-0.11110004037618637,-0.1336480677127838,0.07705021649599075,-0.14322400093078613,-0.01440695021301508,0.005459832958877087,-0.26278427243232727,-0.011987295933067799,-0.2695402204990387,0.07463891804218292,-0.24373531341552734,-0.32960063219070435,0.008969597518444061,0.07733167707920074,-0.2228979915380478,0.11962112039327621,-0.15678933262825012,0.030160365626215935,-0.05012444779276848,0.026707474142313004,0.10973110049962997,-0.028312359005212784,-0.267479807138443,0.012677987106144428,-0.014957744628190994,0.024848878383636475,0.2814953923225403,0.018073324114084244,0.08745133876800537,-0.09032900631427765,-0.002542636590078473,-0.1562376618385315,0.060243673622608185,0.10540305823087692,-0.02903803251683712
5.0,0.03582251816987991,-0.0701393261551857,-0.15779981017112732,-0.0024560317397117615,-0.07648343592882156,-0.08056700974702835,-0.02535325288772583,-0.04395630583167076,0.046402256935834885,0.1841079294681549,0.08481919020414352,-0.11743409186601639,0.1786622405052185,-0.006296795792877674,0.11336071044206619,-0.16365279257297516,0.07130614668130875,0.43812549114227295,-0.12141306698322296,-0.08924053609371185,-0.014280104078352451,-0.08125144988298416,0.1390206664800644,0.1554153859615326,0.017640918493270874,-0.00966066587716341,-0.2117323875427246,0.005526363849639893,-0.09494008868932724,-0.16269810497760773,0.03040056675672531,-0.04032561182975769,-0.21539779007434845,-0.05759432911872864,0.10348565131425858,0.052656468003988266,-0.035235993564128876,-0.31486931443214417,0.12257891893386841,-0.07190976291894913,-0.2791559100151062,-0.18964527547359467,0.1195426881313324,-0.15746046602725983,-0.03139859065413475,-0.29901623725891113,-0.005099538713693619,-0.04931880161166191,0.1672084629535675,-0.20430874824523926,0.14736317098140717,0.10787844657897949,0.08096238225698471,-0.19047659635543823,-0.05160142481327057,0.23201397061347961,0.05088381841778755,0.10604596138000488,-0.20848357677459717,-0.14544212818145752,-0.10223617404699326,0.13240425288677216,0.20763538777828217,0.20396137237548828
6.0,-0.1741388738155365,-0.053778328001499176,0.22610880434513092,-0.40986159443855286,0.27733805775642395,-0.10072144865989685,-0.24387429654598236,-0.2346809059381485,0.43075478076934814,-0.25148656964302063,0.28444650769233704,-0.10982894897460938,-0.18353122472763062,-0.4160284101963043,0.2482617050409317,-0.15428225696086884,-0.31257957220077515,0.6184167265892029,-0.28389525413513184,-0.3370976150035858,0.2975755035877228,0.24870438873767853,-0.04817008599638939,0.256153404712677,0.5106067657470703,-0.24437209963798523,-0.1017698422074318,-0.11867625266313553,-0.15227407217025757,-0.3042892515659332,-0.01630227454006672,0.09053947776556015,0.0194158386439085,-0.17925481498241425,-0.13624970614910126,0.0038753985427320004,0.2573281526565552,-0.1432456374168396,0.07186789810657501,-0.23256880044937134,-0.18667615950107574,-0.14548596739768982,0.025412138551473618,0.0021535069681704044,0.03358960896730423,-0.07682688534259796,0.23529724776744843,-0.13417278230190277,0.09193060547113419,0.4024592339992523,-0.025944983586668968,-0.2743203341960907,0.05492064729332924,-0.14783215522766113,0.2825656235218048,0.36220860481262207,0.23804162442684174,-0.34535419940948486,0.05334911122918129,0.2726879417896271,-0.07312048226594925,0.18920506536960602,0.09274401515722275,-0.01582779735326767
7.0,0.07552768290042877,-0.40881532430648804,-0.34016096591949463,-0.08978822082281113,0.28221580386161804,0.025911681354045868,0.10522251576185226,0.17057758569717407,-0.20028004050254822,0.3169236183166504,0.09068034589290619,-0.3061893880367279,0.36956843733787537,-0.3652111291885376,-0.005849339067935944,0.11817681789398193,0.18566927313804626,0.3190556764602661,-0.32523587346076965,0.19942769408226013,-0.16374705731868744,-0.38659340143203735,0.2501346170902252,0.06467190384864807,-0.15733428299427032,-0.03487946093082428,0.32632139325141907,-0.35625284910202026,-0.3601522445678711,-0.17112842202186584,-0.2326430380344391,-0.16483590006828308,-0.29742366075515747,0.011469080112874508,0.03307928889989853,-0.269493043422699,-0.08908164501190186,-0.22763900458812714,-0.11105813831090927,-0.14576709270477295,0.10178618133068085,-0.10574392229318619,0.1781003326177597,-0.3140944540500641,0.16959795355796814,-0.518986165523529,-0.09279575943946838,-0.08346481621265411,0.2710210978984833,-0.12756489217281342,0.18117402493953705,0.13417375087738037,-0.15958243608474731,0.030168281868100166,-0.22959820926189423,0.24751703441143036,-0.2281782627105713,0.5656490325927734,-0.44275760650634766,-0.24371464550495148,0.038852181285619736,0.16221967339515686,-0.08392155170440674,0.16731476783752441
8.0,0.0553634949028492,-0.27224093675613403,-0.33493009209632874,-0.07794620841741562,0.19238972663879395,0.2522544264793396,0.04958205297589302,-0.09224004298448563,-0.38291096687316895,0.2771676182746887,-0.029399830847978592,-0.38313376903533936,0.1480797380208969,-0.10966429859399796,-0.21007943153381348,0.06752259284257889,0.31139251589775085,0.27514582872390747,-0.2627822756767273,0.0555587075650692,-0.19325682520866394,-0.07076108455657959,0.2755553126335144,0.2798275351524353,-0.4149196147918701,-0.009911786764860153,0.02399592101573944,-0.5079878568649292,-0.39289769530296326,-0.12309201061725616,-0.20879173278808594,-0.13159720599651337,-0.20831623673439026,0.10688814520835876,0.0703684538602829,-0.14855894446372986,-0.12160737812519073,-0.07344523817300797,-0.1705559641122818,0.006590583361685276,0.022702481597661972,-0.055752143263816833,0.15617802739143372,-0.39839884638786316,0.0841638445854187,-0.30295902490615845,-0.05655881389975548,-0.1348046064376831,0.2794005572795868,-0.3569663166999817,0.0878874883055687,0.0263669416308403,-0.05210366100072861,-0.03329620137810707,-0.05261823534965515,-0.0018059118883684278,0.07954873144626617,0.4316171109676361,-0.1459939181804657,-0.19014810025691986,-0.12034463882446289,0.23549658060073853,0.02717513218522072,0.14124080538749695
9.0,-0.1484423130750656,-0.026480676606297493,0.09350234270095825,-0.16675177216529846,-0.07979531586170197,0.4812735915184021,-0.1574622392654419,-0.652479350566864,-0.05428437516093254,0.09973308444023132,-0.33270061016082764,0.020181018859148026,-0.22757074236869812,0.1577906757593155,-0.3044731616973877,0.0008555073291063309,0.28819435834884644,-0.07493843138217926,0.21008089184761047,0.0666428804397583,-0.06337026506662369,0.27328163385391235,-0.1002291738986969,-0.09782213717699051,-0.049132090061903,-0.21442684531211853,-0.351063996553421,-0.1477901190519333,0.25390881299972534,-0.09737125784158707,-0.09119200706481934,-0.2067115753889084,0.2937815189361572,0.1617230325937271,0.1406950056552887,-0.09229721128940582,0.15660066902637482,-0.4515775442123413,-0.29732584953308105,0.05739876627922058,-0.4913385212421417,0.264524906873703,0.11133580654859543,-0.25364625453948975,0.25204789638519287,0.08646354079246521,0.05658987909555435,-0.04029325395822525,-0.26079538464546204,-0.5496705174446106,-0.3747060298919678,-0.3195352852344513,-0.027621468529105186,-0.1108032613992691,-0.1226637214422226,-0.2384069412946701,0.12146223336458206,0.1657465249300003,0.4344743490219116,0.36777377128601074,0.12254275381565094,0.30383312702178955,-0.04879326373338699,-0.23224085569381714
