id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
0.0,-0.0021138442680239677,-0.38482627272605896,-0.3483073115348816,0.2824907898902893,0.44110018014907837,0.05720636993646622,-0.22064177691936493,-0.10525471717119217,-0.054278116673231125,0.007110484875738621,-0.3785429298877716,-0.04174070432782173,-0.08906055241823196,0.02748638391494751,-0.16005975008010864,0.04803169518709183,-0.1385229527950287,0.18217571079730988,-0.27718842029571533,0.10467443615198135,0.12325652688741684,-0.1272040456533432,0.2942856550216675,0.24068580567836761,-0.07348421961069107,-0.33639541268348694,-0.07658029347658157,-0.0020520538091659546,0.4784609079360962,-1.0361840724945068,0.017549550160765648,-0.12758225202560425,-0.3090372085571289,-0.2911667823791504,-0.36828240752220154,-0.131439208984375,-0.04675792157649994,-0.09876610338687897,-0.2005389779806137,0.5042386054992676,0.14885355532169342,-0.2939985990524292,0.26635512709617615,-0.18127402663230896,-0.03963677957653999,0.20114003121852875,0.3565066158771515,-0.2112458050251007,0.07788300514221191,-0.2219720482826233,0.1169106736779213,-0.16913393139839172,-0.1402156949043274,-0.1578502357006073,0.11482217162847519,0.4478110074996948,0.11368022859096527,-0.04761353135108948,-0.08563923090696335,-0.0593763031065464,-0.15713778138160706,0.34437161684036255,0.06793259084224701,0.1114821657538414
1.0,0.024988526478409767,-0.43073737621307373,-0.19078801572322845,0.2427436262369156,0.2769334614276886,-0.14290814101696014,-0.011538146063685417,-0.1067163273692131,-0.19776394963264465,0.06988788396120071,-0.2640441656112671,0.07125351577997208,-0.2926260232925415,-0.2872920632362366,-0.23508764803409576,-0.06067345663905144,-0.0577668771147728,0.22861802577972412,-0.12900172173976898,-0.12580598890781403,0.3457024395465851,0.1019589900970459,0.3023161292076111,0.0501137338578701,0.2678329646587372,-0.07252799719572067,0.19532719254493713,-0.09317236393690109,0.2513789236545563,-0.802544355392456,0.1599043607711792,0.04867880791425705,-0.3223322927951813,-0.26388150453567505,-0.09970253705978394,-0.011103931814432144,-0.06772676855325699,-0.11533883959054947,-0.09793967753648758,0.4538215696811676,0.11852062493562698,-0.18319891393184662,0.10614237934350967,-0.07532334327697754,0.06519331783056259,0.0137252788990736,0.16429965198040009,-0.17217639088630676,0.11676004528999329,-0.09724593162536621,0.0879700556397438,-0.10778892785310745,-0.4083870053291321,-0.2549741566181183,0.031771350651979446,0.3383313715457916,0.1710348278284073,0.013902292586863041,-0.02223951742053032,0.11136581003665924,-0.3273257315158844,0.2730134129524231,0.15795257687568665,-0.025287538766860962
2.0,-0.1315614879131317,-0.1478155553340912,-0.21754449605941772,0.19449250400066376,0.11720990389585495,0.033370550721883774,-0.33893632888793945,-0.21834692358970642,-0.13656538724899292,0.18062005937099457,0.1100337952375412,0.03238213062286377,0.0456823892891407,-0.027055272832512856,-0.11942622065544128,-0.1554778814315796,0.0045323423109948635,0.22948728501796722,-0.12733663618564606,0.01904308795928955,-0.10292021930217743,-0.07595818489789963,-0.28933513164520264,0.09371164441108704,-0.03539387881755829,-0.2328011393547058,-0.12012726813554764,-0.20429547131061554,0.18995700776576996,-0.18320831656455994,0.21684332191944122,0.18246857821941376,-0.0011420452501624823,-0.163724884390831,-0.009922939352691174,-0.003477799938991666,-0.03548122197389603,-0.09563349932432175,-0.0790485143661499,-0.04405643418431282,-0.03908681869506836,-0.30237480998039246,0.10035523772239685,-0.3368609845638275,0.05175628140568733,-0.07422425597906113,-0.09973451495170593,-0.026209618896245956,0.21926812827587128,-0.18864496052265167,-0.1612887978553772,0.14168624579906464,-0.05948181077837944,-0.10743500292301178,-0.1710289567708969,0.18435604870319366,-0.06896989792585373,0.07199938595294952,-0.12682241201400757,0.2613339126110077,0.18345272541046143,0.14561516046524048,0.016732946038246155,0.035933077335357666
3.0,-0.25422415137290955,-0.2637423276901245,-0.2919948399066925,0.2282758504152298,0.3475798964500427,-0.028052426874637604,-0.2343560755252838,-0.16725344955921173,-0.1504071205854416,0.05669523403048515,-0.4087945222854614,0.12338586896657944,-0.2916319668292999,-0.1524410843849182,-0.20406293869018555,0.03487357497215271,0.029267648234963417,0.1053878590464592,-0.17166176438331604,0.16827191412448883,0.08971689641475677,-0.06781401485204697,0.32464873790740967,0.1753203570842743,-0.21169158816337585,-0.3158319592475891,-0.18932081758975983,-0.04887329414486885,0.2862374186515808,-0.8707830309867859,0.011996958404779434,-0.057845890522003174,-0.4230189025402069,-0.29837122559547424,-0.18865066766738892,-0.11431359499692917,0.053975995630025864,-0.2790164351463318,-0.14769598841667175,0.3986891508102417,0.057557880878448486,-0.375463604927063,0.2523858845233917,-0.07624132931232452,0.07615221291780472,0.14288170635700226,0.37959328293800354,-0.13969643414020538,0.1401979923248291,-0.1362859457731247,-0.00817821640521288,-0.0806814506649971,-0.1480409801006317,-0.2660555839538574,0.10155368596315384,0.2301298826932907,0.13530363142490387,0.10365883260965347,-0.1406346708536148,0.022600466385483742,-0.10561750829219818,0.34482359886169434,0.15806138515472412,-0.07589603960514069
4.0,-0.17959219217300415,-0.19204071164131165,-0.37851735949516296,0.17541542649269104,0.1814253032207489,-0.07018020749092102,-0.2830337584018707,-0.1050247773528099,-0.2598823606967926,0.1887175440788269,-0.04506155103445053,0.11221951991319656,-0.18380945920944214,0.11598410457372665,-0.09530173242092133,-0.09117859601974487,0.04398604482412338,0.06701626628637314,-0.22844330966472626,0.25011754035949707,-0.19815532863140106,-0.20155037939548492,0.07926531136035919,0.07736889272928238,-0.0891195610165596,-0.11459118127822876,-0.29934513568878174,-0.10963670164346695,0.18132124841213226,-0.3201458156108856,0.0921555757522583,-0.0186366718262434,-0.07038463652133942,-0.19976316392421722,-0.1872481256723404,0.2057083249092102,0.03449062630534172,-0.16773051023483276,-0.13441631197929382,0.06893931329250336,-0.047050680965185165,-0.034111954271793365,0.05470757186412811,-0.31850969791412354,0.09963874518871307,-0.08413169533014297,0.14131173491477966,0.0024679137859493494,0.26840221881866455,-0.18270593881607056,-0.07233220338821411,0.04737520217895508,-0.0028214214835315943,-0.025743281468749046,-0.06820309162139893,0.006656119599938393,0.13026204705238342,0.03625340014696121,-0.10325660556554794,0.031853001564741135,-0.02342142164707184,0.3146224915981293,0.002137326169759035,0.06673596799373627
5.0,-0.17060621082782745,-0.20600685477256775,-0.1821768879890442,0.2469222992658615,0.3820969760417938,-0.0977051705121994,-0.2302444726228714,-0.2053464651107788,-0.18341904878616333,0.06678590923547745,-0.24636048078536987,0.07937547564506531,-0.10160435736179352,-0.02477911487221718,-0.0999937355518341,0.020486371591687202,-0.016206607222557068,0.1445760428905487,-0.24424362182617188,0.049664564430713654,0.07055503875017166,-0.13915875554084778,0.16436778008937836,0.07018750160932541,-0.14608316123485565,-0.1742427498102188,-0.04829356074333191,-0.10665737837553024,0.35596615076065063,-0.605556070804596,0.10151815414428711,0.17830593883991241,-0.1873881220817566,-0.33202826976776123,-0.21855705976486206,-0.1311727613210678,-0.04767712205648422,-0.1375829428434372,-0.18185056746006012,0.20144224166870117,0.030082689598202705,-0.26219722628593445,0.15274576842784882,-0.004951911047101021,0.14582300186157227,-0.002337430603802204,0.16996879875659943,-0.07279995083808899,0.10713453590869904,-0.1441188007593155,0.0744965448975563,-0.013496844097971916,-0.16780436038970947,-0.2612302601337433,-0.0035788174718618393,0.30061855912208557,-0.020070567727088928,0.030930500477552414,-0.01079051848500967,0.11093545705080032,0.0003895331174135208,0.3480038344860077,0.057099271565675735,0.0031459182500839233
6.0,-0.03891095519065857,-0.08480371534824371,-0.2770337164402008,0.040556780993938446,0.11870269477367401,0.03392500802874565,-0.29067546129226685,-0.06300762295722961,-0.23858687281608582,0.06793709099292755,-0.1287054419517517,-0.010332701727747917,-0.19597755372524261,0.03492642194032669,-0.08049993216991425,-0.1581047922372818,0.080467090010643,0.12941551208496094,-0.0828588455915451,-0.12057359516620636,0.08719535917043686,0.12264995276927948,0.09122715145349503,0.1301041841506958,0.07370475679636002,-0.18528789281845093,-0.09852413833141327,-0.101035937666893,0.18139564990997314,-0.19655482470989227,0.15331314504146576,0.05242575332522392,-0.19336991012096405,-0.09641158580780029,-0.20257514715194702,-0.005696707405149937,-0.004261973313987255,-0.030137309804558754,-0.36617311835289,-0.051912400871515274,0.021826278418302536,-0.011206690222024918,0.30856794118881226,-0.030496546998620033,0.1686849743127823,0.05990680679678917,0.08476109057664871,0.030326297506690025,0.03434491530060768,-0.030511049553751945,0.3004489839076996,-0.13142620027065277,-0.005927858874201775,-0.1720263957977295,-0.15160083770751953,0.24523571133613586,-0.12980309128761292,0.06595469266176224,0.01963982917368412,0.07860226184129715,-0.0959140881896019,0.2824594974517822,0.12427037954330444,-0.023069461807608604
7.0,0.005820014979690313,-0.03513825312256813,-0.24428540468215942,0.17444929480552673,-0.058906190097332,-0.08462774753570557,-0.26298052072525024,-0.0651768147945404,-0.12478063255548477,-0.15151339769363403,-0.11982043832540512,-0.07087638229131699,-0.054167937487363815,0.062434323132038116,-0.01606762781739235,-0.06611531972885132,0.04572727158665657,0.1333550661802292,-0.03056463599205017,0.08635085076093674,0.12397702783346176,0.19781991839408875,-0.14369842410087585,0.17607703804969788,0.14170190691947937,-0.11566638201475143,-0.14183054864406586,-0.1531125158071518,0.08789727091789246,-0.32536569237709045,0.3514600992202759,0.18516837060451508,-0.13961325585842133,-0.19765891134738922,-0.01675444282591343,0.06443262845277786,-0.17599327862262726,0.11987494677305222,-0.36166080832481384,0.042894914746284485,-0.09335072338581085,-0.01205946784466505,0.03268091008067131,-0.11803258955478668,0.18783144652843475,-0.12775850296020508,-0.05816402658820152,-0.10562440007925034,0.15362849831581116,-0.2925492227077484,0.1482275277376175,-0.22165606915950775,-0.03405984118580818,-0.23185209929943085,-0.14416107535362244,0.35216024518013,0.028431633487343788,-0.048300448805093765,0.036577410995960236,0.2570614516735077,-0.10416379570960999,0.03300224244594574,-0.08255599439144135,0.12338642030954361
8.0,-0.062184933573007584,-0.2843455672264099,-0.23324435949325562,0.16227930784225464,0.23945081233978271,-0.24481794238090515,-0.12526334822177887,-0.020590702071785927,-0.17572805285453796,0.2464083731174469,-0.3025822639465332,0.2214905172586441,-0.30379119515419006,0.016643159091472626,-0.044992826879024506,0.09678276628255844,0.03082011267542839,0.046881552785634995,-0.20871926844120026,0.2656504809856415,-0.05036250501871109,-0.2621898651123047,0.20887431502342224,-0.0019508074037730694,-0.01380880642682314,-0.09085272252559662,-0.027216793969273567,-0.16609503328800201,0.2245737612247467,-0.5195065140724182,0.07805510610342026,0.09668910503387451,-0.23532426357269287,-0.24805541336536407,-0.1734413355588913,0.25013503432273865,0.028124110773205757,-0.15388484299182892,-0.11268137395381927,0.1965256780385971,-0.07895650714635849,-0.10779312252998352,0.054016467183828354,-0.17281746864318848,0.0005779934581369162,-0.04907909780740738,0.26212453842163086,-0.021805312484502792,0.2586641013622284,-0.16122400760650635,-0.07067859917879105,0.13826142251491547,-0.10330138355493546,-0.031381458044052124,-0.14486582577228546,0.11177249252796173,0.14187707006931305,0.13642913103103638,-0.09822120517492294,-0.09163841605186462,-0.036645129323005676,0.23866340517997742,0.06536361575126648,0.011027518659830093
9.0,-0.1022273376584053,-0.009862677194178104,-0.27758175134658813,0.3054218888282776,0.03769807144999504,-0.11245028674602509,-0.273828387260437,-0.19433096051216125,-0.08543504029512405,0.03160259127616882,-0.0012306654825806618,-0.023726437240839005,0.060576871037483215,0.0344068743288517,0.04688901826739311,-0.0502663180232048,-0.039072826504707336,0.10746876150369644,-0.24379955232143402,0.105046346783638,-0.13411970436573029,0.05671428516507149,-0.23598945140838623,0.34142282605171204,0.022766804322600365,-0.24088622629642487,-0.21735768020153046,-0.17898091673851013,0.045006368309259415,-0.3349624276161194,0.16003602743148804,0.05150826647877693,-0.19886933267116547,-0.19382987916469574,-0.06332875043153763,-0.08010374754667282,-0.10507422685623169,-0.1585817039012909,0.01493210718035698,0.09109099209308624,0.028585199266672134,-0.1768202930688858,0.0943576917052269,-0.19678211212158203,0.09986086934804916,-0.04939424246549606,-0.004079842008650303,-0.17333358526229858,-0.16605767607688904,-0.29194021224975586,-0.008938474580645561,-0.2287166565656662,-0.05946704000234604,-0.24389111995697021,-0.011887546628713608,0.2983832359313965,0.08557618409395218,-0.06990830600261688,-0.053606145083904266,0.2073184698820114,0.04260826110839844,-0.0034997034817934036,-0.021393580362200737,-0.003901984076946974
